,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Status,Converted_y_N
2649,5.0,1.0,0.0,2.4574871831877636,4.0,2.0,2.0,1.0,1.0,0.0,0
10373,3.0,0.0,0.0,2.467977930420033,8.32551472257571,0.0,1.0,0.0,1.0,1.0,1
4980,3.0,2.0,1.0,2.5448880909648666,4.0,2.0,1.0,0.0,1.0,1.0,0
7736,5.0,0.0,0.0,2.554431860990937,10.0,4.0,1.0,0.0,0.0,3.0,1
8751,3.0,1.0117894945963095,0.0,2.6713529467427026,3.0,2.0,1.9882105054036905,1.0,0.0,2.0,1
6802,5.0,0.0,1.0,2.469655202750048,3.0,0.0,1.0,0.0,0.0,3.0,1
6865,5.0,1.0,1.0,2.481426676229533,4.0,1.0,1.0,1.0,1.0,0.0,0
5780,3.0,2.0,1.0,2.503869564022474,8.0,2.0,1.0,1.0,1.0,0.0,0
9248,3.0,1.0,0.0,2.420858568948704,5.373538582325638,1.3735385823256379,1.0,1.0,1.0,0.0,1
8844,3.886847292807555,0.0,0.0,2.591108444373437,4.8868472928075555,4.0,1.0,0.0,1.0,1.0,1
1811,3.0,1.0,1.0,2.404313823748339,4.0,2.0,1.0,0.0,0.0,3.0,0
2554,3.0,0.0,1.0,2.492824463854442,5.0,0.0,1.0,0.0,1.0,1.0,1
6134,4.0,1.0,0.0,2.342296594692339,5.0,2.0,2.0,1.0,1.0,0.0,1
3382,5.0,1.0,1.0,2.4318593876580854,10.0,2.0,2.0,0.0,1.0,1.0,0
5067,5.0,1.0,1.0,2.514581307060663,4.0,2.0,2.0,0.0,0.0,3.0,0
2304,2.0,1.0,1.0,2.444897673102868,6.0,2.0,1.0,0.0,1.0,1.0,0
7813,3.823074857694679,0.17692514230532108,0.0,2.4455775702153075,8.0,0.8230748576946789,3.0,0.0,1.0,1.0,1
3374,6.0,2.0,0.0,2.404313823748339,4.0,2.0,1.0,1.0,1.0,0.0,0
10575,4.209700018788194,1.0,0.0,2.6479669354023434,6.0,2.0,1.0,1.0,1.0,0.0,1
5186,5.0,2.0,1.0,2.6916865147824085,7.0,2.0,2.0,1.0,0.0,2.0,0
7515,4.0,1.0,0.06366899147027194,2.499555052030538,7.0,2.0,2.0,0.0,1.0,1.0,1
4169,5.0,0.0,0.0,2.4574871831877636,1.0,2.0,2.0,1.0,1.0,0.0,0
1175,3.0,0.0,1.0,2.5637191659191334,0.0,0.0,1.0,0.0,1.0,1.0,1
2339,4.0,0.0,0.0,2.2474642325978444,2.0,0.0,1.0,0.0,1.0,1.0,0
6750,5.0,2.0,0.0,2.307063035651694,3.0,2.0,2.0,0.0,1.0,1.0,0
4425,4.0,1.0,1.0,2.177482076665396,10.0,2.0,2.0,0.0,0.0,3.0,0
7115,3.5147630040043714,0.48523699599562886,0.0,2.5533620939733654,6.0,0.0,1.0,0.0,0.0,3.0,1
1225,6.0,1.0,0.0,2.404313823748339,10.0,2.0,2.0,0.0,0.0,3.0,0
3780,5.0,1.0,1.0,2.374572871755165,6.0,2.0,2.0,1.0,0.0,2.0,0
9923,5.840571322262764,0.0,0.0,2.548078539870737,0.0,0.15942867773723624,1.1594286777372362,0.0,1.0,1.0,1
7790,4.0,2.0,0.0,2.468529191050809,1.0,2.0,1.0,0.0,1.0,1.0,1
4776,6.0,1.0,1.0,2.4574871831877636,5.0,2.0,2.0,1.0,1.0,0.0,0
127,4.0,1.0,1.0,2.4183424053220275,3.0,2.0,1.0,0.0,1.0,1.0,1
4052,6.0,2.0,0.0,2.715689097851082,5.0,2.0,1.0,1.0,1.0,0.0,0
5209,4.0,1.0,0.0,2.572762252517431,2.0,2.0,2.0,0.0,1.0,1.0,0
6445,4.0,2.0,0.0,2.404313823748339,9.0,0.0,2.0,1.0,1.0,0.0,0
5170,6.0,0.0,1.0,2.177482076665396,5.0,0.0,1.0,0.0,0.0,3.0,1
528,3.0,1.0,0.0,2.5815725377636167,3.0,2.0,1.0,0.0,1.0,1.0,0
10809,1.0,1.0,0.0,2.547064178803081,9.0,3.7688833119193403,1.0,0.0,1.0,1.0,1
8192,5.0,0.0,0.4334418475989006,2.387647815402753,8.0,4.0,1.0,0.0,1.0,1.0,1
8749,4.0,0.0,0.0,2.469655202750048,5.0,0.0,1.5592576015115833,0.0,1.0,1.0,1
7680,5.0,0.0,0.0,2.6509152928169675,7.9833600742187905,1.9833600742187907,1.0,1.0,1.0,0.0,1
9954,4.0,0.0,0.0,2.550590536103287,5.155445853380421,2.0,2.0,0.0,0.0,3.0,1
6706,4.0,1.0,0.0,2.342296594692339,5.0,2.0,2.0,0.0,1.0,1.0,0
7216,5.0,0.0,0.8837582640888804,2.5212399970458614,2.8837582640888804,2.0,2.0,0.0,1.0,1.0,1
3924,5.0,2.0,1.0,2.514581307060663,3.0,2.0,2.0,0.0,1.0,1.0,0
3908,5.0,0.0,1.0,2.481426676229533,3.0,3.0,1.0,1.0,1.0,0.0,0
8493,4.0,1.0,0.0,2.6009705616419816,3.0,2.0,1.0,0.0,1.0,1.0,1
9501,5.0,2.0,0.0,2.594081696720722,7.850161097367614,2.0,1.0,0.0,1.0,1.0,1
6512,5.0,2.0,0.0,2.5350746984524526,4.0,2.0,1.0,1.0,1.0,0.0,0
10707,3.978746415624808,0.9787464156248081,0.02125358437519187,2.6063580435082145,9.0,4.0,3.978746415624808,0.0,1.0,1.0,1
3244,5.0,1.0,1.0,2.3587758197041415,6.0,2.0,1.0,0.0,0.0,3.0,0
3430,5.0,2.0,0.0,2.444897673102868,3.0,2.0,2.0,1.0,1.0,0.0,0
3069,2.0,1.0,0.0,2.65891420651245,5.0,0.0,1.0,1.0,1.0,0.0,0
5733,3.0,1.0,1.0,2.481426676229533,7.0,0.0,1.0,0.0,0.0,3.0,0
872,3.0,2.0,1.0,2.5985366483993895,10.0,4.0,2.0,1.0,1.0,0.0,0
319,5.0,0.0,0.0,2.2474642325978444,10.0,2.0,1.0,0.0,1.0,1.0,0
3236,4.0,1.0,0.0,2.404313823748339,1.0,1.0,1.0,1.0,0.0,2.0,0
5358,3.0,0.0,1.0,2.554431860990937,10.0,0.0,3.0,1.0,1.0,0.0,1
7992,3.0518236872605664,0.0,0.0,2.6256810727790687,9.0,0.0,1.0,0.0,1.0,1.0,1
6416,3.0,1.0,0.0,2.6519433518751416,3.0,3.0,1.0,1.0,0.0,2.0,1
8966,5.0,1.0,0.0,2.3964796271279973,9.506141059447359,2.506141059447359,1.0,1.0,1.0,0.0,1
1879,4.0,1.0,0.0,2.202163620820217,2.0,0.0,1.0,0.0,0.0,3.0,0
7232,3.985173362733687,1.0148266372663126,0.0,2.708892029350183,6.0,4.0,1.0,0.0,1.0,1.0,1
2538,2.0,1.0,1.0,2.514581307060663,0.0,0.0,1.0,0.0,1.0,1.0,0
7006,4.0,1.4814244528346066,0.0,2.4908687735649377,8.0,2.0,1.0,0.0,1.0,1.0,1
599,5.0,2.0,0.0,2.444897673102868,4.0,2.0,2.0,0.0,0.0,3.0,0
10819,5.0,2.0,0.36203581333754087,2.5871818473698736,3.0,2.362035813337541,3.0,0.36203581333754087,0.0,2.637964186662459,1
5798,4.0,1.0,0.0,2.2683401851981295,10.0,4.0,1.0,1.0,0.0,2.0,0
6386,6.0,2.0,1.0,2.514581307060663,4.0,2.0,2.0,1.0,1.0,0.0,0
9826,3.0,2.0,0.3385854616351517,2.554020565678634,8.0,2.0,1.0,0.0,1.0,1.0,1
1387,4.0,2.0,1.0,2.444897673102868,9.0,2.0,2.0,1.0,0.0,2.0,0
5652,4.0,1.0,1.0,2.503869564022474,10.0,0.0,1.0,0.0,0.0,3.0,0
1924,5.0,0.0,1.0,2.6519433518751416,0.0,2.0,1.0,0.0,1.0,1.0,1
7699,3.5884267548594804,1.4115732451405196,1.0,2.467340038025984,9.0,2.0,1.0,1.0,1.0,0.0,1
5438,6.0,1.0,1.0,2.481426676229533,10.0,0.0,1.0,1.0,1.0,0.0,0
10836,5.028011699497817,0.0,0.0,2.6497253547140267,3.0280116994978172,0.0,2.0,1.0,1.0,0.0,1
6930,4.0,1.0,0.0,2.2683401851981295,10.0,4.0,1.0,0.0,1.0,1.0,0
5584,3.0,2.0,0.0,2.225445051482812,0.0,2.0,1.0,1.0,1.0,0.0,1
9172,5.0,2.0,1.0,2.5527950037184093,0.0,2.0,1.1729379295354394,0.0,1.0,1.0,1
5441,3.0,1.0,1.0,2.503869564022474,4.0,2.0,2.0,1.0,1.0,0.0,0
1355,4.0,1.0,1.0,2.469655202750048,9.0,0.0,2.0,0.0,1.0,1.0,0
1534,2.0,1.0,0.0,2.3587758197041415,5.0,2.0,1.0,0.0,0.0,3.0,1
7402,4.0,1.3143665942513576,0.0,2.489385493823937,1.0,2.0,1.0,0.0,1.0,1.0,1
4489,5.0,2.0,1.0,2.481426676229533,6.0,2.0,2.0,0.0,1.0,1.0,0
1829,5.0,2.0,1.0,2.469655202750048,1.0,2.0,2.0,0.0,1.0,1.0,1
6863,3.0,0.0,1.0,2.5637191659191334,8.0,0.0,1.0,1.0,1.0,0.0,1
4862,2.0,1.0,1.0,2.5350746984524526,2.0,0.0,1.0,1.0,1.0,0.0,0
8983,6.0,0.416568941633786,0.0,2.568835105721268,3.0,2.0,3.583431058366214,0.416568941633786,1.0,0.583431058366214,1
6132,3.0,1.0,1.0,2.4183424053220275,1.0,4.0,1.0,1.0,1.0,0.0,0
8350,4.111882506456143,1.8881174935438565,0.0,2.623682162911306,10.0,0.0,1.1118825064561435,0.0,1.0,1.0,1
5794,3.0,2.0,1.0,2.4574871831877636,6.0,0.0,1.0,0.0,1.0,1.0,0
3385,5.0,1.0,1.0,2.4183424053220275,8.0,4.0,1.0,0.0,1.0,1.0,0
7749,2.783196235888209,0.7831962358882091,1.0,2.627622290626134,4.783196235888209,2.0,1.0,0.0,0.0,3.0,1
4242,4.0,1.0,0.0,2.4574871831877636,9.0,0.0,1.0,0.0,0.0,3.0,0
3829,4.0,0.0,1.0,2.307063035651694,5.0,0.0,1.0,1.0,0.0,2.0,0
7547,4.0,0.5548504831972009,1.0,2.523298158158499,9.0,0.0,2.0,0.0,1.0,1.0,1
3179,3.0,2.0,1.0,2.590160680985161,6.0,1.0,2.0,1.0,1.0,0.0,0
3555,6.0,0.0,1.0,2.6146887965165875,2.0,2.0,1.0,0.0,0.0,3.0,1
10552,4.0,0.0,0.519708485042016,2.457619928109193,2.0,0.48029151495798394,1.0,0.0,1.0,1.0,1
2917,5.0,0.0,0.0,2.492824463854442,0.0,4.0,1.0,0.0,1.0,1.0,1
6062,5.0,2.0,1.0,2.2683401851981295,2.0,0.0,1.0,1.0,1.0,0.0,0
8121,4.772592709002608,0.0,0.7725927090026085,2.687127558930282,6.0,4.0,1.0,1.0,1.0,0.0,1
9972,5.0,0.0,1.0,2.4542280699863213,9.0,0.0,1.9227485475401762,0.0,1.0,1.0,1
820,3.0,0.0,1.0,2.469655202750048,6.0,4.0,1.0,0.0,1.0,1.0,0
3490,5.0,2.0,0.0,2.389737358340596,7.0,2.0,1.0,0.0,1.0,1.0,1
336,3.0,1.0,0.0,2.5350746984524526,6.0,2.0,1.0,1.0,0.0,2.0,0
5797,3.0,1.0,1.0,2.444897673102868,4.0,4.0,1.0,0.0,1.0,1.0,0
261,4.0,0.0,0.0,2.469655202750048,5.0,4.0,1.0,0.0,0.0,3.0,0
9506,5.0,0.0,1.0,2.5765206460926224,0.0,0.0,1.0,0.5734084118538102,0.0,2.4265915881461897,1
1602,4.0,1.0,1.0,2.5637191659191334,7.0,2.0,1.0,0.0,1.0,1.0,0
6477,3.0,1.0,1.0,2.404313823748339,4.0,2.0,2.0,0.0,1.0,1.0,0
5827,4.0,2.0,0.0,2.524977524647276,5.0,2.0,2.0,1.0,1.0,0.0,0
928,5.0,1.0,0.0,2.288176324422878,2.0,2.0,2.0,0.0,0.0,3.0,0
6697,4.0,0.0,1.0,2.6224819363729917,8.0,0.0,1.0,1.0,0.0,2.0,1
2719,2.0,2.0,1.0,2.5815725377636167,4.0,2.0,1.0,1.0,0.0,2.0,0
5135,2.0,2.0,0.0,2.503869564022474,9.0,4.0,1.0,1.0,0.0,2.0,0
4932,4.0,0.0,1.0,2.4183424053220275,9.0,2.0,1.0,0.0,0.0,3.0,0
1462,3.0,2.0,1.0,2.554431860990937,7.0,2.0,2.0,1.0,0.0,2.0,0
716,3.0,0.0,1.0,2.6789736147665053,6.0,0.0,1.0,1.0,0.0,2.0,1
8245,5.0,0.0,0.0,2.614311080916009,10.0,4.0,1.0,0.45722928212666536,0.0,2.5427707178733345,1
3999,6.0,1.0,1.0,2.3587758197041415,9.0,2.0,1.0,0.0,1.0,1.0,0
3612,5.0,1.0,0.0,2.2683401851981295,9.0,2.0,2.0,1.0,1.0,0.0,0
3809,4.0,0.0,1.0,2.3250797444737543,6.0,2.0,1.0,1.0,1.0,0.0,0
8053,3.1364447567071148,0.863555243292885,0.0,2.6283841752344927,4.0,4.0,1.0,0.0,1.0,1.0,1
6687,3.0,1.0,0.0,2.481426676229533,4.0,3.0,1.0,1.0,0.0,2.0,0
5345,4.0,1.0,1.0,2.5350746984524526,9.0,4.0,1.0,0.0,1.0,1.0,0
2297,5.0,0.0,0.0,2.74333338063555,4.0,1.0,1.0,0.0,1.0,1.0,1
7536,5.0,2.0,1.0,2.551356922493591,5.0,2.176337169924146,1.176337169924146,0.0,0.0,3.0,1
6206,4.0,1.0,0.0,2.481426676229533,8.0,2.0,1.0,1.0,1.0,0.0,0
4478,4.0,1.0,1.0,2.3587758197041415,2.0,4.0,1.0,0.0,1.0,1.0,0
43,2.0,1.0,1.0,2.3587758197041415,10.0,0.0,1.0,1.0,1.0,0.0,0
9635,3.827466990201162,0.0,0.0,2.6688449406298553,4.0,2.0,3.172533009798838,0.0,0.0,3.0,1
8228,5.0,0.011446803989791587,1.0,2.571716752078369,0.011446803989791587,0.0,1.0,1.0,0.0,2.0,1
5426,4.0,1.0,1.0,2.5637191659191334,1.0,2.0,1.0,1.0,1.0,0.0,1
8461,5.0,0.0,1.0,2.6954464614011995,9.415502323311848,0.0,1.0,0.4155023233118479,1.0,0.5844976766881521,1
8356,4.0,1.0,0.3176965607007761,2.5372856108352484,1.0,2.0,1.0,1.0,1.0,0.0,1
570,2.0,1.0,0.0,2.444897673102868,9.0,2.0,1.0,0.0,1.0,1.0,0
5601,6.0,1.0,0.0,2.4183424053220275,3.0,2.0,2.0,1.0,1.0,0.0,0
5063,3.0,0.0,1.0,2.7638067300067926,1.0,4.0,2.0,1.0,1.0,0.0,0
2932,2.0,2.0,0.0,2.524977524647276,10.0,2.0,2.0,0.0,0.0,3.0,0
8528,2.534420265706809,1.0,1.0,2.458147126833311,4.534420265706809,2.0,2.0,0.0,1.0,1.0,1
8640,3.7297140841899923,2.0,0.0,2.443115173034984,9.0,2.0,1.0,1.0,1.0,0.0,1
394,4.0,0.0,1.0,2.4574871831877636,4.0,2.0,2.0,0.0,1.0,1.0,0
6777,6.0,1.0,1.0,2.404313823748339,8.0,0.0,2.0,1.0,1.0,0.0,0
2160,3.0,1.0,0.0,2.3587758197041415,5.0,2.0,2.0,0.0,1.0,1.0,0
5375,3.0,2.0,1.0,2.225445051482812,5.0,2.0,2.0,0.0,1.0,1.0,0
10979,2.209266503755889,2.0,0.0,2.524977524647276,6.790733496244111,1.2092665037558887,1.0,1.0,1.0,0.0,1
2459,5.0,1.0,1.0,2.492824463854442,4.0,2.0,1.0,0.0,1.0,1.0,0
3367,4.0,1.0,0.0,2.389737358340596,3.0,2.0,1.0,0.0,0.0,3.0,0
5786,4.0,1.0,1.0,2.524977524647276,5.0,2.0,2.0,0.0,1.0,1.0,0
1238,5.0,0.0,1.0,2.342296594692339,4.0,3.0,2.0,1.0,0.0,2.0,0
7088,3.5313241779178868,0.0,0.5313241779178869,2.582226647364724,8.0,0.0,1.0,0.0,0.0,3.0,1
9334,5.0,1.0,0.0,2.531315889385457,6.0,2.0,1.0,0.0,1.0,1.0,1
9415,5.075164054608455,0.0,0.07516405460845432,2.53652966127456,0.0,2.0,1.0,0.0,0.0,3.0,1
9305,5.0,1.0,0.0,2.470470212825224,2.1736797976214053,2.0,1.8263202023785945,1.0,1.0,0.0,1
9481,3.2808632907098287,2.0,0.7191367092901714,2.474702951435897,9.0,2.0,1.0,1.0,1.0,0.0,1
3100,5.0,0.0,1.0,2.524977524647276,8.0,3.0,2.0,1.0,1.0,0.0,0
2661,2.0,1.0,1.0,2.3587758197041415,4.0,2.0,2.0,0.0,0.0,3.0,0
7855,4.0,0.0,0.0,2.4883112568835246,3.0,0.0,1.0,1.0,1.0,0.0,1
4704,4.0,1.0,0.0,2.503869564022474,10.0,2.0,2.0,0.0,1.0,1.0,0
4874,6.0,0.0,0.0,2.288176324422878,8.0,2.0,2.0,0.0,1.0,1.0,0
1604,5.0,1.0,1.0,2.389737358340596,8.0,2.0,2.0,1.0,1.0,0.0,0
6317,3.0,2.0,1.0,2.481426676229533,3.0,4.0,1.0,0.0,1.0,1.0,1
3620,3.0,1.0,1.0,2.5448880909648666,6.0,2.0,2.0,1.0,0.0,2.0,1
10107,5.0,0.7735313854297529,0.22646861457024714,2.6452712659230913,6.0,2.0,1.0,1.0,1.0,0.0,1
7210,3.829331044579991,0.0,1.0,2.5399634197935534,0.0,0.0,1.0,0.0,1.0,1.0,1
4211,4.0,1.0,0.0,2.4183424053220275,6.0,2.0,1.0,0.0,1.0,1.0,0
844,6.0,1.0,0.0,2.4318593876580854,1.0,2.0,2.0,1.0,1.0,0.0,0
5253,4.0,1.0,1.0,2.5350746984524526,6.0,2.0,2.0,1.0,1.0,0.0,0
4462,4.0,1.0,0.0,2.5637191659191334,8.0,2.0,2.0,0.0,1.0,1.0,0
4437,3.0,1.0,1.0,2.514581307060663,0.0,2.0,2.0,0.0,1.0,1.0,0
3240,4.0,0.0,1.0,2.572762252517431,6.0,3.0,2.0,1.0,0.0,2.0,0
6911,4.0,1.0,1.0,2.503869564022474,9.0,2.0,1.0,1.0,1.0,0.0,1
7470,3.729620557871466,0.7296205578714662,0.0,2.570868408011719,6.0,2.0,3.729620557871466,0.0,1.0,1.0,1
1692,4.0,1.0,0.0,2.6375409724130505,10.0,2.0,2.0,1.0,1.0,0.0,0
9109,4.0,0.6968192773727577,0.0,2.313891338915313,8.0,4.0,1.0,1.0,1.0,0.0,1
2629,4.0,1.0,0.0,2.444897673102868,6.0,2.0,2.0,1.0,1.0,0.0,0
3589,4.0,1.0,0.0,2.514581307060663,6.0,4.0,1.0,0.0,1.0,1.0,1
927,6.0,1.0,1.0,2.404313823748339,6.0,0.0,1.0,1.0,1.0,0.0,0
3651,5.0,1.0,0.0,2.3587758197041415,6.0,2.0,2.0,1.0,1.0,0.0,0
9082,5.0,1.9103778896930592,1.0,2.608805775549145,5.0,2.0,1.9103778896930592,1.0,0.0,2.0,1
7037,3.0,0.0,1.0,2.6145613734593063,6.0,2.0,1.0,0.0,0.0,3.0,1
9333,3.6108718067637517,1.0,0.0,2.5849881843488127,6.0,2.0,1.0,0.0,1.0,1.0,1
1550,5.0,1.0,0.0,2.481426676229533,3.0,2.0,2.0,1.0,0.0,2.0,0
10137,4.0,1.0,1.0,2.6108493629412775,4.0,2.0,1.0,0.0,1.0,1.0,1
11149,5.0,2.0,0.2084207760200627,2.6618268047143716,3.7915792239799373,2.2084207760200627,3.0,1.0,0.0,2.0,1
5862,4.0,2.0,0.0,2.6519433518751416,0.0,2.0,2.0,1.0,1.0,0.0,0
2427,4.0,1.0,1.0,2.374572871755165,1.0,2.0,2.0,1.0,0.0,2.0,0
1463,4.0,2.0,1.0,2.444897673102868,6.0,2.0,1.0,1.0,1.0,0.0,1
2909,4.0,2.0,1.0,2.3587758197041415,1.0,2.0,1.0,1.0,1.0,0.0,0
3906,3.0,1.0,1.0,2.3587758197041415,10.0,3.0,1.0,1.0,1.0,0.0,0
805,5.0,1.0,0.0,2.2474642325978444,1.0,2.0,2.0,0.0,1.0,1.0,0
9729,2.332554284575342,0.6674457154246581,0.0,2.624070579696122,8.0,0.0,1.0,0.0,0.0,3.0,1
10851,5.690993369306032,1.0,0.0,2.4893024719031036,6.0,2.0,1.0,0.0,1.0,1.0,1
4116,4.0,1.0,0.0,2.469655202750048,4.0,2.0,1.0,1.0,1.0,0.0,1
5894,4.0,1.0,0.0,2.5350746984524526,5.0,2.0,3.0,0.0,1.0,1.0,1
3975,6.0,0.0,0.0,2.7098562843617664,7.0,4.0,1.0,1.0,0.0,2.0,1
7701,4.889563486157707,0.0,0.8895634861577065,2.4590185914973235,5.889563486157707,0.0,1.0,1.0,0.0,2.0,1
5410,5.0,1.0,0.0,2.503869564022474,0.0,4.0,1.0,1.0,1.0,0.0,0
4280,5.0,1.0,1.0,2.514581307060663,10.0,2.0,2.0,0.0,0.0,3.0,0
7033,4.0,0.0,0.4313129555287374,2.521615519693787,6.431312955528737,0.0,1.0,0.0,0.0,3.0,1
741,5.0,2.0,1.0,2.4318593876580854,1.0,2.0,1.0,0.0,0.0,3.0,1
8051,4.0,2.0,0.0,2.46655984126254,9.0,2.0,1.1169345099379069,1.0,1.0,0.0,1
8864,5.0,1.952381761434518,0.047618238565481974,2.5288694702520664,10.0,2.0,2.047618238565482,0.0,1.0,1.0,1
3170,5.0,1.0,1.0,2.5448880909648666,5.0,2.0,2.0,0.0,1.0,1.0,0
3610,3.0,2.0,0.0,2.3250797444737543,6.0,2.0,1.0,1.0,0.0,2.0,0
9331,6.0,2.0,0.0,2.601966793343669,9.733868450271453,2.0,1.0,0.26613154972854747,0.0,2.7338684502714523,1
4435,4.0,1.0,1.0,2.6375409724130505,1.0,2.0,1.0,1.0,1.0,0.0,1
5360,4.0,1.0,1.0,2.404313823748339,4.0,2.0,1.0,0.0,1.0,1.0,0
6169,4.0,0.0,1.0,2.492824463854442,0.0,4.0,2.0,1.0,0.0,2.0,0
3214,5.0,1.0,1.0,2.524977524647276,0.0,0.0,1.0,0.0,1.0,1.0,0
9672,3.0,1.0,0.0,2.666659487680799,4.494387628351939,2.0,1.0,0.0,1.0,1.0,1
2792,6.0,1.0,1.0,2.2474642325978444,5.0,4.0,1.0,0.0,1.0,1.0,0
9314,2.207636661865247,1.0,0.0,2.399401186990701,5.0,2.0,1.0,0.0,0.0,3.0,1
2014,3.0,2.0,1.0,2.503869564022474,9.0,2.0,1.0,0.0,0.0,3.0,1
9378,4.0,0.6649182384387645,0.6649182384387645,2.528360903432705,10.0,2.0,1.0,1.0,0.0,2.0,1
10343,5.0,1.0,1.0,2.485047243888381,1.5941924542172878,1.5941924542172878,1.0,0.0,1.0,1.0,1
3330,4.0,2.0,0.0,2.3587758197041415,3.0,0.0,1.0,0.0,0.0,3.0,0
5722,3.0,1.0,0.0,2.389737358340596,10.0,2.0,2.0,0.0,0.0,3.0,0
10025,5.0,1.0,0.0,2.4167577233216573,4.0,2.0,1.0,0.0,1.0,1.0,1
6947,3.0,1.0,0.0,2.389737358340596,5.0,2.0,2.0,1.0,1.0,0.0,0
530,3.0,0.0,0.0,2.492824463854442,9.0,2.0,3.0,1.0,1.0,0.0,1
4977,4.0,1.0,1.0,2.5815725377636167,5.0,2.0,2.0,1.0,0.0,2.0,1
7083,2.2060229719126223,2.0,0.0,2.518353255506649,3.7939770280873777,2.0,3.0,0.0,1.0,1.0,1
3882,4.0,1.0,0.0,2.389737358340596,10.0,4.0,2.0,1.0,1.0,0.0,0
6709,6.0,1.0,1.0,2.389737358340596,0.0,2.0,1.0,1.0,0.0,2.0,0
3491,4.0,0.0,1.0,2.374572871755165,1.0,0.0,2.0,1.0,1.0,0.0,0
185,4.0,1.0,0.0,2.6067097709889424,3.0,0.0,2.0,1.0,1.0,0.0,0
3252,6.0,1.0,1.0,2.4183424053220275,8.0,2.0,2.0,0.0,1.0,1.0,0
7595,5.0,0.6936631551508147,0.30633684484918533,2.6127152415262977,1.3063368448491852,2.0,3.0,1.0,1.0,0.0,1
8281,5.1341886581788305,0.8658113418211699,0.0,2.4936828746555966,4.0,0.0,1.13418865817883,1.0,1.0,0.0,1
7858,4.0,1.0,0.5210731420927806,2.4183424053220275,6.0,2.0,3.0,0.47892685790721945,0.0,2.5210731420927806,1
11023,4.0537156671665695,1.0,0.05371566716656906,2.509393694351226,10.0,2.0,3.0,0.0,1.0,1.0,1
4128,2.0,1.0,0.0,2.4574871831877636,7.0,2.0,1.0,1.0,1.0,0.0,0
5324,5.0,1.0,1.0,2.685392895784163,1.0,2.0,2.0,1.0,1.0,0.0,0
11043,4.0,1.4502583937582962,0.0,2.5349148157588535,1.0,3.0,1.4502583937582962,1.0,1.0,0.0,1
3621,5.0,1.0,0.0,2.514581307060663,0.0,1.0,1.0,1.0,1.0,0.0,0
5326,5.0,1.0,1.0,2.5350746984524526,6.0,2.0,2.0,0.0,1.0,1.0,0
5723,5.0,1.0,0.0,2.3250797444737543,10.0,1.0,2.0,1.0,0.0,2.0,0
10198,2.1585473519606926,0.0,0.0,2.5238825751325584,9.0,0.0,1.8414526480393074,0.0,1.0,1.0,1
3285,4.0,1.0,0.0,2.4574871831877636,5.0,2.0,1.0,0.0,1.0,1.0,1
3886,4.0,2.0,1.0,2.481426676229533,10.0,2.0,2.0,0.0,1.0,1.0,0
